subject,session,trial,item,phase,time,stimEnc,stimRetrieval,pairedWords,cue,expectedAnswer,stim_pair,response_time,rec_success,recall,wordlist_number
M1008,1,9,0,ENCODING,1733706234974.4788,True,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,9,1,ENCODING,1733706239883.7595,True,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,9,2,ENCODING,1733706245014.053,True,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,9,0,CUEDRECALL,1733706273103.6597,999,False,"['MOUTH', 'SCOTCH']",['MOUTH'],['SCOTCH'],LA4_LA5,1687.732426303855,intrusion,WEED,300
M1008,1,9,1,CUEDRECALL,1733706282323.1868,999,False,"['LAND', 'WOOD']",['LAND'],['WOOD'],LA4_LA5,2765.986394557823,intrusion,OLD,-1
M1008,1,9,2,CUEDRECALL,1733706291294.7,999,False,"['GREASE', 'WEED']",['GREASE'],['WEED'],LA4_LA5,4530.839002267574,verbalization,<>,-1
M1008,1,9,2,CUEDRECALL,1733706291294.7,999,False,"['GREASE', 'WEED']",['GREASE'],['WEED'],LA4_LA5,5530.839002267574,verbalization,<>,-1
M1008,1,9,0,RECOGNITION,1733706303760.4128,True,False,"['SCOTCH', 'MOUTH']",['SCOTCH'],old,LA4_LA5,1349.077392578125,hit,old,999
M1008,1,9,1,RECOGNITION,1733706310719.8113,True,False,"['WEED', 'GREASE']",['WEED'],old,LA4_LA5,1699.096923828125,hit,old,999
M1008,1,9,2,RECOGNITION,1733706317753.2131,999,False,"['DIME', '']",['DIME'],new,LA4_LA5,1980.113525390625,correct_rejection,new,999
M1008,1,9,3,RECOGNITION,1733706324824.618,999,False,"['SALT', '']",['SALT'],new,LA4_LA5,2300.131591796875,miss,old,999
M1008,1,9,4,RECOGNITION,1733706331895.0222,True,False,"['WOOD', 'LAND']",['WOOD'],old,LA4_LA5,1140.065185546875,hit,old,999
M1008,1,9,5,RECOGNITION,1733706339085.4336,999,False,"['CRIB', '']",['CRIB'],new,LA4_LA5,1199.068359375,correct_rejection,new,999
M1008,1,10,0,ENCODING,1733706357311.476,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,10,1,ENCODING,1733706362312.762,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,10,2,ENCODING,1733706367344.0498,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,10,0,CUEDRECALL,1733706395883.6821,999,True,"['GATE', 'BOOT']",['GATE'],['BOOT'],LA4_LA5,5179.274376417234,verbalization,<>,-1
M1008,1,10,0,CUEDRECALL,1733706395883.6821,999,True,"['GATE', 'BOOT']",['GATE'],['BOOT'],LA4_LA5,7179.274376417234,verbalization,<>,-1
M1008,1,10,0,CUEDRECALL,1733706395883.6821,999,True,"['GATE', 'BOOT']",['GATE'],['BOOT'],LA4_LA5,4179.274376417234,verbalization,<>,-1
M1008,1,10,0,CUEDRECALL,1733706395883.6821,999,True,"['GATE', 'BOOT']",['GATE'],['BOOT'],LA4_LA5,6179.274376417234,verbalization,<>,-1
M1008,1,10,1,CUEDRECALL,1733706404983.2026,999,True,"['ROAD', 'CLAM']",['ROAD'],['CLAM'],LA4_LA5,5064.693877551021,verbalization,<>,-1
M1008,1,10,1,CUEDRECALL,1733706404983.2026,999,True,"['ROAD', 'CLAM']",['ROAD'],['CLAM'],LA4_LA5,3358.0725623582766,verbalization,<>,-1
M1008,1,10,1,CUEDRECALL,1733706404983.2026,999,True,"['ROAD', 'CLAM']",['ROAD'],['CLAM'],LA4_LA5,2258.9115646258506,correct,CLAM,53
M1008,1,10,2,CUEDRECALL,1733706414044.721,999,True,"['COOK', 'JAR']",['COOK'],['JAR'],LA4_LA5,7890.9977324263045,verbalization,<>,-1
M1008,1,10,2,CUEDRECALL,1733706414044.721,999,True,"['COOK', 'JAR']",['COOK'],['JAR'],LA4_LA5,6890.9977324263045,verbalization,<>,-1
M1008,1,10,2,CUEDRECALL,1733706414044.721,999,True,"['COOK', 'JAR']",['COOK'],['JAR'],LA4_LA5,5890.9977324263045,verbalization,<>,-1
M1008,1,10,0,RECOGNITION,1733706426219.417,False,True,"['JAR', 'COOK']",['JAR'],old,LA4_LA5,4241.24267578125,hit,old,999
M1008,1,10,1,RECOGNITION,1733706433269.8206,False,True,"['CLAM', 'ROAD']",['CLAM'],old,LA4_LA5,906.0517578125,hit,old,999
M1008,1,10,2,RECOGNITION,1733706440336.2249,999,True,"['WORM', '']",['WORM'],new,LA4_LA5,1249.071044921875,miss,old,999
M1008,1,10,3,RECOGNITION,1733706447481.6335,999,True,"['CROSS', '']",['CROSS'],new,LA4_LA5,1099.0625,correct_rejection,new,999
M1008,1,10,4,RECOGNITION,1733706454535.0369,False,True,"['BOOT', 'GATE']",['BOOT'],old,LA4_LA5,1682.09619140625,hit,old,999
M1008,1,10,5,RECOGNITION,1733706461494.4348,999,True,"['SNAIL', '']",['SNAIL'],new,LA4_LA5,2840.162353515625,correct_rejection,new,999
M1008,1,11,0,ENCODING,1733706480028.495,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,11,1,ENCODING,1733706485113.7856,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,11,2,ENCODING,1733706490124.0723,False,999,999,999,999,LA4_LA5,999,999,999,999
M1008,1,11,0,CUEDRECALL,1733706519082.7288,999,False,"['WRIST', 'PLATE']",['WRIST'],['PLATE'],LA4_LA5,2686.802721088435,intrusion,PLAID,181
M1008,1,11,0,CUEDRECALL,1733706519082.7288,999,False,"['WRIST', 'PLATE']",['WRIST'],['PLATE'],LA4_LA5,2026.9387755102039,verbalization,<>,-1
M1008,1,11,1,CUEDRECALL,1733706528167.2485,999,False,"['PET', 'NAIL']",['PET'],['NAIL'],LA4_LA5,2942.4943310657595,verbalization,<>,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,3795.419501133787,intrusion,RED,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,2612.743764172336,verbalization,<>,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,1612.7437641723357,verbalization,<>,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,5331.836734693878,verbalization,<>,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,7821.156462585034,verbalization,<>,-1
M1008,1,11,2,CUEDRECALL,1733706537140.7617,999,False,"['PLAID', 'GRASS']",['PLAID'],['GRASS'],LA4_LA5,6331.836734693878,verbalization,<>,-1
M1008,1,11,0,RECOGNITION,1733706549293.4568,999,False,"['SKI', '']",['SKI'],new,LA4_LA5,1120.06396484375,correct_rejection,new,999
M1008,1,11,1,RECOGNITION,1733706556308.858,999,False,"['SEAL', '']",['SEAL'],new,LA4_LA5,1125.064453125,miss,old,999
M1008,1,11,2,RECOGNITION,1733706563461.267,False,False,"['GRASS', 'PLAID']",['GRASS'],old,LA4_LA5,1853.10595703125,hit,old,999
M1008,1,11,3,RECOGNITION,1733706570425.6653,False,False,"['PLATE', 'WRIST']",['PLATE'],old,LA4_LA5,1843.10546875,hit,old,999
M1008,1,11,4,RECOGNITION,1733706577591.0752,False,False,"['NAIL', 'PET']",['NAIL'],old,LA4_LA5,1252.071533203125,false_alarm,new,999
M1008,1,11,5,RECOGNITION,1733706584613.4768,999,False,"['CRANE', '']",['CRANE'],new,LA4_LA5,2689.154052734375,correct_rejection,new,999
M1011,0,0,0,ENCODING,1739476018602.015,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,0,1,ENCODING,1739476023618.3018,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,0,2,ENCODING,1739476028610.5872,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,0,0,CUEDRECALL,1739476057177.2212,999,True,"['TOOTH', 'DART']",['TOOTH'],['DART'],LD1_LD2,6561.995464852607,correct,DART,70
M1011,0,0,0,CUEDRECALL,1739476057177.2212,999,True,"['TOOTH', 'DART']",['TOOTH'],['DART'],LD1_LD2,4961.950113378685,verbalization,<>,-1
M1011,0,0,1,CUEDRECALL,1739476066252.7405,999,True,"['MUG', 'WEED']",['MUG'],['WEED'],LD1_LD2,2291.7233560090704,correct,WEED,300
M1011,0,0,2,CUEDRECALL,1739476075285.257,999,True,"['KEY', 'THREAD']",['KEY'],['THREAD'],LD1_LD2,2325.260770975057,intrusion,TOOTH,282
M1011,0,0,2,CUEDRECALL,1739476075285.257,999,True,"['KEY', 'THREAD']",['KEY'],['THREAD'],LD1_LD2,3186.893424036281,verbalization,<>,-1
M1011,0,0,0,RECOGNITION,1739476089636.078,False,True,"['WEED', 'MUG']",['WEED'],old,LD1_LD2,2033.1162109375,hit,old,999
M1011,0,0,1,RECOGNITION,1739476096668.48,999,True,"['GROUND', '']",['GROUND'],new,LD1_LD2,1241.071044921875,correct_rejection,new,999
M1011,0,0,2,RECOGNITION,1739476103752.885,False,True,"['THREAD', 'KEY']",['THREAD'],old,LD1_LD2,1558.08935546875,hit,old,999
M1011,0,0,3,RECOGNITION,1739476110831.29,999,True,"['BOOT', '']",['BOOT'],new,LD1_LD2,1235.070556640625,correct_rejection,new,999
M1011,0,0,4,RECOGNITION,1739476117930.6963,False,True,"['DART', 'TOOTH']",['DART'],old,LD1_LD2,1205.069091796875,hit,old,999
M1011,0,0,5,RECOGNITION,1739476125017.1016,999,True,"['HEART', '']",['HEART'],new,LD1_LD2,1384.078857421875,correct_rejection,new,999
M1011,0,1,0,ENCODING,1739476144168.197,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,1,1,ENCODING,1739476149201.4849,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,1,2,ENCODING,1739476154176.7693,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,1,0,CUEDRECALL,1739476182427.385,999,False,"['BOMB', 'SLUG']",['BOMB'],['SLUG'],LD1_LD2,1368.5941043083901,correct,SLUG,230
M1011,0,1,1,CUEDRECALL,1739476191467.902,999,False,"['LIP', 'PLANT']",['LIP'],['PLANT'],LD1_LD2,4651.0430839002265,intrusion,TONGUE,-1
M1011,0,1,2,CUEDRECALL,1739476200584.4236,999,False,"['SPONGE', 'FUR']",['SPONGE'],['FUR'],LD1_LD2,4444.240362811792,intrusion,LIP,143
M1011,0,1,0,RECOGNITION,1739476215610.2832,True,False,"['SLUG', 'BOMB']",['SLUG'],old,LD1_LD2,1587.0908203125,hit,old,999
M1011,0,1,1,RECOGNITION,1739476222709.6892,999,False,"['SINK', '']",['SINK'],new,LD1_LD2,724.04150390625,correct_rejection,new,999
M1011,0,1,2,RECOGNITION,1739476229822.0962,True,False,"['PLANT', 'LIP']",['PLANT'],old,LD1_LD2,2954.168701171875,hit,old,999
M1011,0,1,3,RECOGNITION,1739476236812.4956,True,False,"['FUR', 'SPONGE']",['FUR'],old,LD1_LD2,1070.061279296875,hit,old,999
M1011,0,1,4,RECOGNITION,1739476243893.901,999,False,"['BRANCH', '']",['BRANCH'],new,LD1_LD2,1107.063232421875,correct_rejection,new,999
M1011,0,1,5,RECOGNITION,1739476251034.309,999,False,"['JAIL', '']",['JAIL'],new,LD1_LD2,948.0546875,correct_rejection,new,999
M1011,0,2,0,ENCODING,1739476269658.3743,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,2,1,ENCODING,1739476274591.6567,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,2,2,ENCODING,1739476279624.9443,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,2,0,CUEDRECALL,1739476307791.5557,999,False,"['RUST', 'MASK']",['RUST'],['MASK'],LD1_LD2,4678.5487528344665,intrusion,MUST,-1
M1011,0,2,0,CUEDRECALL,1739476307791.5557,999,False,"['RUST', 'MASK']",['RUST'],['MASK'],LD1_LD2,3355.3968253968255,intrusion,MOP,158
M1011,0,2,1,CUEDRECALL,1739476316893.0762,999,False,"['STICK', 'FOOD']",['STICK'],['FOOD'],LD1_LD2,2463.015873015873,correct,FOOD,92
M1011,0,2,2,CUEDRECALL,1739476325981.596,999,False,"['MOP', 'CHIEF']",['MOP'],['CHIEF'],LD1_LD2,1360.249433106576,correct,CHIEF,49
M1011,0,2,0,RECOGNITION,1739476338185.294,False,False,"['CHIEF', 'MOP']",['CHIEF'],old,LD1_LD2,1874.107421875,hit,old,999
M1011,0,2,1,RECOGNITION,1739476345217.6963,999,False,"['LAND', '']",['LAND'],new,LD1_LD2,1166.066650390625,correct_rejection,new,999
M1011,0,2,2,RECOGNITION,1739476352283.1003,False,False,"['MASK', 'RUST']",['MASK'],old,LD1_LD2,1570.08984375,hit,old,999
M1011,0,2,3,RECOGNITION,1739476359425.5088,999,False,"['TRAY', '']",['TRAY'],new,LD1_LD2,1133.064697265625,correct_rejection,new,999
M1011,0,2,4,RECOGNITION,1739476366500.9136,False,False,"['FOOD', 'STICK']",['FOOD'],old,LD1_LD2,1724.0986328125,hit,old,999
M1011,0,2,5,RECOGNITION,1739476373484.313,999,False,"['POND', '']",['POND'],new,LD1_LD2,974.055908203125,correct_rejection,new,999
M1011,0,3,0,ENCODING,1739476392166.3816,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,3,1,ENCODING,1739476397216.6704,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,3,2,ENCODING,1739476402249.9585,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,3,0,CUEDRECALL,1739476430973.601,999,True,"['SLIDE', 'WASP']",['SLIDE'],['WASP'],LD1_LD2,3097.18820861678,intrusion,TONGUE,-1
M1011,0,3,1,CUEDRECALL,1739476440041.1199,999,True,"['BATH', 'ROOT']",['BATH'],['ROOT'],LD1_LD2,4584.648526077098,intrusion,RUB,-1
M1011,0,3,2,CUEDRECALL,1739476449116.639,999,True,"['VEST', 'SOCK']",['VEST'],['SOCK'],LD1_LD2,3334.081632653061,correct,SOCK,239
M1011,0,3,2,CUEDRECALL,1739476449116.639,999,True,"['VEST', 'SOCK']",['VEST'],['SOCK'],LD1_LD2,1616.1224489795918,correct,WRAP,-1
M1011,0,3,0,RECOGNITION,1739476465616.5828,False,True,"['WASP', 'SLIDE']",['WASP'],old,LD1_LD2,2205.126220703125,hit,old,999
M1011,0,3,1,RECOGNITION,1739476472699.9878,999,True,"['MEAT', '']",['MEAT'],new,LD1_LD2,4566.26123046875,miss,old,999
M1011,0,3,2,RECOGNITION,1739476479766.392,False,True,"['ROOT', 'BATH']",['ROOT'],old,LD1_LD2,3400.1943359375,hit,old,999
M1011,0,3,3,RECOGNITION,1739476486862.798,False,True,"['SOCK', 'VEST']",['SOCK'],old,LD1_LD2,1100.062744140625,hit,old,999
M1011,0,3,4,RECOGNITION,1739476493903.2007,999,True,"['SPACE', '']",['SPACE'],new,LD1_LD2,999.056884765625,correct_rejection,new,999
M1011,0,3,5,RECOGNITION,1739476500963.6045,999,True,"['PRINCE', '']",['PRINCE'],new,LD1_LD2,1119.063720703125,correct_rejection,new,999
M1011,0,4,0,ENCODING,1739476519657.6736,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,4,1,ENCODING,1739476524760.9656,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,4,2,ENCODING,1739476529767.252,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,4,0,CUEDRECALL,1739476557474.8367,999,False,"['TOOL', 'JUDGE']",['TOOL'],['JUDGE'],LD1_LD2,894.3310657596371,correct,JUDGE,134
M1011,0,4,1,CUEDRECALL,1739476566615.3596,999,False,"['DOCK', 'CRANE']",['DOCK'],['CRANE'],LD1_LD2,1162.108843537415,correct,CRANE,64
M1011,0,4,2,CUEDRECALL,1739476575673.8777,999,False,"['RAFT', 'TOAST']",['RAFT'],['TOAST'],LD1_LD2,4488.684807256236,intrusion,WAFFLE,-1
M1011,0,4,0,RECOGNITION,1739476587893.5764,False,False,"['CRANE', 'DOCK']",['CRANE'],old,LD1_LD2,1246.0712890625,hit,old,999
M1011,0,4,1,RECOGNITION,1739476594893.9768,999,False,"['MAIL', '']",['MAIL'],new,LD1_LD2,1331.076171875,correct_rejection,new,999
M1011,0,4,2,RECOGNITION,1739476601934.3796,False,False,"['TOAST', 'RAFT']",['TOAST'],old,LD1_LD2,2090.11962890625,hit,old,999
M1011,0,4,3,RECOGNITION,1739476609050.7864,999,False,"['STEAK', '']",['STEAK'],new,LD1_LD2,1456.083740234375,correct_rejection,new,999
M1011,0,4,4,RECOGNITION,1739476616157.193,999,False,"['BOY', '']",['BOY'],new,LD1_LD2,1090.062255859375,correct_rejection,new,999
M1011,0,4,5,RECOGNITION,1739476623182.5947,False,False,"['JUDGE', 'TOOL']",['JUDGE'],old,LD1_LD2,849.048828125,hit,old,999
M1011,0,5,0,ENCODING,1739476641507.643,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,5,1,ENCODING,1739476646589.9336,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,5,2,ENCODING,1739476651591.22,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,5,0,CUEDRECALL,1739476679314.8054,999,False,"['GLOVE', 'CAPE']",['GLOVE'],['CAPE'],LD1_LD2,5628.9569160997735,correct,CAPE,40
M1011,0,5,0,CUEDRECALL,1739476679314.8054,999,False,"['GLOVE', 'CAPE']",['GLOVE'],['CAPE'],LD1_LD2,2887.0521541950116,verbalization,<>,-1
M1011,0,5,0,CUEDRECALL,1739476679314.8054,999,False,"['GLOVE', 'CAPE']",['GLOVE'],['CAPE'],LD1_LD2,1229.6825396825398,correct,GUARD,113
M1011,0,5,1,CUEDRECALL,1739476688440.3274,999,False,"['RIB', 'TRENCH']",['RIB'],['TRENCH'],LD1_LD2,2193.4467120181407,correct,TRENCH,288
M1011,0,5,2,CUEDRECALL,1739476697440.842,999,False,"['STRING', 'GUARD']",['STRING'],['GUARD'],LD1_LD2,5035.555555555556,intrusion,CATCH,-1
M1011,0,5,0,RECOGNITION,1739476714464.8162,True,False,"['CAPE', 'GLOVE']",['CAPE'],old,LD1_LD2,1307.07470703125,hit,old,999
M1011,0,5,1,RECOGNITION,1739476721439.2146,999,False,"['NET', '']",['NET'],new,LD1_LD2,976.05615234375,correct_rejection,new,999
M1011,0,5,2,RECOGNITION,1739476728539.621,True,False,"['GUARD', 'STRING']",['GUARD'],old,LD1_LD2,1067.06103515625,hit,old,999
M1011,0,5,3,RECOGNITION,1739476735649.0276,999,False,"['SPOOL', '']",['SPOOL'],new,LD1_LD2,1016.057861328125,correct_rejection,new,999
M1011,0,5,4,RECOGNITION,1739476742732.4329,True,False,"['TRENCH', 'RIB']",['TRENCH'],old,LD1_LD2,1358.077392578125,hit,old,999
M1011,0,5,5,RECOGNITION,1739476749748.834,999,False,"['SMILE', '']",['SMILE'],new,LD1_LD2,1625.093017578125,correct_rejection,new,999
M1011,0,6,0,ENCODING,1739476840014.997,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,6,1,ENCODING,1739476845064.2856,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,6,2,ENCODING,1739476850064.5718,True,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,6,0,CUEDRECALL,1739476879071.231,999,False,"['OWL', 'TANK']",['OWL'],['TANK'],LD1_LD2,3706.326530612245,intrusion,NIGHT,-1
M1011,0,6,1,CUEDRECALL,1739476888097.747,999,False,"['WOOD', 'MAT']",['WOOD'],['MAT'],LD1_LD2,1142.4263038548752,correct,MAT,152
M1011,0,6,2,CUEDRECALL,1739476897247.2703,999,False,"['LODGE', 'CRIB']",['LODGE'],['CRIB'],LD1_LD2,7133.560090702948,intrusion,WOOD,305
M1011,0,6,0,RECOGNITION,1739476909597.9766,True,False,"['TANK', 'OWL']",['TANK'],old,LD1_LD2,2541.14599609375,hit,old,999
M1011,0,6,1,RECOGNITION,1739476916631.3792,999,False,"['TEETH', '']",['TEETH'],new,LD1_LD2,1083.062255859375,correct_rejection,new,999
M1011,0,6,2,RECOGNITION,1739476923722.7847,True,False,"['CRIB', 'LODGE']",['CRIB'],old,LD1_LD2,4292.24560546875,hit,old,999
M1011,0,6,3,RECOGNITION,1739476930836.1917,999,False,"['ROCK', '']",['ROCK'],new,LD1_LD2,1019.058349609375,correct_rejection,new,999
M1011,0,6,4,RECOGNITION,1739476937916.597,999,False,"['YARN', '']",['YARN'],new,LD1_LD2,1097.0625,correct_rejection,new,999
M1011,0,6,5,RECOGNITION,1739476944977.0005,True,False,"['MAT', 'WOOD']",['MAT'],old,LD1_LD2,1078.061767578125,hit,old,999
M1011,0,7,0,ENCODING,1739476996413.9424,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,7,1,ENCODING,1739477001397.2275,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,7,2,ENCODING,1739477006464.5173,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,7,0,CUEDRECALL,1739477035306.167,999,True,"['EGG', 'KITE']",['EGG'],['KITE'],LD1_LD2,1247.6643990929706,correct,KITE,136
M1011,0,7,1,CUEDRECALL,1739477044330.6833,999,True,"['SCHOOL', 'PIT']",['SCHOOL'],['PIT'],LD1_LD2,2112.358276643991,correct,PIT,180
M1011,0,7,2,CUEDRECALL,1739477053414.2026,999,True,"['PIPE', 'SLEEVE']",['PIPE'],['SLEEVE'],LD1_LD2,831.8820861678005,correct,SLEEVE,226
M1011,0,7,0,RECOGNITION,1739477065405.8887,999,True,"['HOUSE', '']",['HOUSE'],new,LD1_LD2,3998.228515625,correct_rejection,new,999
M1011,0,7,1,RECOGNITION,1739477072414.2898,False,True,"['PIT', 'SCHOOL']",['PIT'],old,LD1_LD2,1765.1005859375,hit,old,999
M1011,0,7,2,RECOGNITION,1739477079480.6936,False,True,"['KITE', 'EGG']",['KITE'],old,LD1_LD2,1149.065673828125,hit,old,999
M1011,0,7,3,RECOGNITION,1739477086589.1,999,True,"['CROSS', '']",['CROSS'],new,LD1_LD2,1482.0849609375,correct_rejection,new,999
M1011,0,7,4,RECOGNITION,1739477093647.5042,False,True,"['SLEEVE', 'PIPE']",['SLEEVE'],old,LD1_LD2,1140.065185546875,hit,old,999
M1011,0,7,5,RECOGNITION,1739477100738.9094,999,True,"['LINT', '']",['LINT'],new,LD1_LD2,1128.064697265625,correct_rejection,new,999
M1011,0,8,0,ENCODING,1739477118877.947,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,8,1,ENCODING,1739477123947.237,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,8,2,ENCODING,1739477128937.5225,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,8,0,CUEDRECALL,1739477156747.1133,999,False,"['BREAD', 'DITCH']",['BREAD'],['DITCH'],LD1_LD2,2573.8321995464853,correct,DITCH,73
M1011,0,8,1,CUEDRECALL,1739477165731.6267,999,False,"['CLOCK', 'HEDGE']",['CLOCK'],['HEDGE'],LD1_LD2,2580.9070294784583,correct,HEDGE,117
M1011,0,8,2,CUEDRECALL,1739477174788.1448,999,False,"['STAR', 'GIFT']",['STAR'],['GIFT'],LD1_LD2,890.7256235827664,correct,GIFT,102
M1011,0,8,0,RECOGNITION,1739477187245.8577,False,False,"['DITCH', 'BREAD']",['DITCH'],old,LD1_LD2,1049.059814453125,hit,old,999
M1011,0,8,1,RECOGNITION,1739477194288.2605,999,False,"['CARD', '']",['CARD'],new,LD1_LD2,1057.060302734375,correct_rejection,new,999
M1011,0,8,2,RECOGNITION,1739477201379.666,False,False,"['HEDGE', 'CLOCK']",['HEDGE'],old,LD1_LD2,1569.089599609375,hit,old,999
M1011,0,8,3,RECOGNITION,1739477208439.0696,False,False,"['GIFT', 'STAR']",['GIFT'],old,LD1_LD2,1550.0888671875,hit,old,999
M1011,0,8,4,RECOGNITION,1739477215547.4763,999,False,"['SAIL', '']",['SAIL'],new,LD1_LD2,1074.061279296875,correct_rejection,new,999
M1011,0,8,5,RECOGNITION,1739477222613.8804,999,False,"['CROWN', '']",['CROWN'],new,LD1_LD2,3284.18798828125,correct_rejection,new,999
M1011,0,9,0,ENCODING,1739477289046.6802,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,9,1,ENCODING,1739477294054.9668,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,9,2,ENCODING,1739477299163.2588,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,9,0,CUEDRECALL,1739477327396.8738,999,True,"['HILL', 'SHIELD']",['HILL'],['SHIELD'],LD1_LD2,2798.2086167800453,intrusion,SPEAR,243
M1011,0,9,1,CUEDRECALL,1739477336544.397,999,True,"['GREASE', 'SPEAR']",['GREASE'],['SPEAR'],LD1_LD2,4623.310657596372,correct,SPEAR,243
M1011,0,9,2,CUEDRECALL,1739477345587.914,999,True,"['TENT', 'THUMB']",['TENT'],['THUMB'],LD1_LD2,814.1043083900227,correct,THUMB,276
M1011,0,9,0,RECOGNITION,1739477357721.608,False,True,"['SPEAR', 'GREASE']",['SPEAR'],old,LD1_LD2,1115.064208984375,hit,old,999
M1011,0,9,1,RECOGNITION,1739477364688.0066,999,True,"['QUEEN', '']",['QUEEN'],new,LD1_LD2,1222.06982421875,correct_rejection,new,999
M1011,0,9,2,RECOGNITION,1739477371779.4124,False,True,"['THUMB', 'TENT']",['THUMB'],old,LD1_LD2,1291.07373046875,hit,old,999
M1011,0,9,3,RECOGNITION,1739477378928.821,999,True,"['BEEF', '']",['BEEF'],new,LD1_LD2,1392.079833984375,correct_rejection,new,999
M1011,0,9,4,RECOGNITION,1739477385981.2244,999,True,"['DIME', '']",['DIME'],new,LD1_LD2,877.05029296875,correct_rejection,new,999
M1011,0,9,5,RECOGNITION,1739477393064.6296,False,True,"['SHIELD', 'HILL']",['SHIELD'],old,LD1_LD2,1149.065673828125,hit,old,999
M1011,0,10,0,ENCODING,1739477411521.685,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,10,1,ENCODING,1739477416570.974,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,10,2,ENCODING,1739477421531.2578,False,999,999,999,999,LD1_LD2,999,999,999,999
M1011,0,10,0,CUEDRECALL,1739477448839.8198,999,False,"['LOCK', 'LACE']",['LOCK'],['LACE'],LD1_LD2,1607.936507936508,intrusion,LOAD,-1
M1011,0,10,1,CUEDRECALL,1739477457839.3345,999,False,"['TRIBE', 'BOWL']",['TRIBE'],['BOWL'],LD1_LD2,1602.6530612244899,intrusion,TENT,272
M1011,0,10,2,CUEDRECALL,1739477466908.8533,999,False,"['CANE', 'BEAK']",['CANE'],['BEAK'],LD1_LD2,1222.766439909297,correct,BEAK,13
M1011,0,10,0,RECOGNITION,1739477479412.5684,999,False,"['SKY', '']",['SKY'],new,LD1_LD2,1082.06201171875,correct_rejection,new,999
M1011,0,10,1,RECOGNITION,1739477486462.9717,False,False,"['LACE', 'LOCK']",['LACE'],old,LD1_LD2,2175.12451171875,hit,old,999
M1011,0,10,2,RECOGNITION,1739477493562.3777,False,False,"['BEAK', 'CANE']",['BEAK'],old,LD1_LD2,884.050537109375,hit,old,999
M1011,0,10,3,RECOGNITION,1739477500653.7832,999,False,"['YACHT', '']",['YACHT'],new,LD1_LD2,1116.06396484375,correct_rejection,new,999
M1011,0,10,4,RECOGNITION,1739477507712.1873,False,False,"['BOWL', 'TRIBE']",['BOWL'],old,LD1_LD2,1567.089599609375,hit,old,999
