subject,session,trial,item,phase,time,stimEnc,stimRetrieval,pairedWords,cue,expectedAnswer,stim_pair,response_time,rec_success,recall,wordlist_number
M1005,3,0,1,ENCODING,1731090228695.667,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,0,2,ENCODING,1731090233710.9539,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,0,0,CUEDRECALL,1731090266460.8271,999,False,"['PARK', 'BATH']",['PARK'],['BATH'],LD1_LD2,3177.052154195011,intrusion,NEST,165
M1005,3,0,0,CUEDRECALL,1731090266460.8271,999,False,"['PARK', 'BATH']",['PARK'],['BATH'],LD1_LD2,2198.367346938776,intrusion,PARK,172
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,779.9773242630386,verbalization,<>,-1
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,5779.977324263038,verbalization,<>,-1
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,4779.977324263038,verbalization,<>,-1
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,3779.977324263039,verbalization,<>,-1
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,2779.977324263039,verbalization,<>,-1
M1005,3,0,1,CUEDRECALL,1731090275602.35,999,False,"['BENCH', 'WAVE']",['BENCH'],['WAVE'],LD1_LD2,1779.9773242630386,verbalization,<>,-1
M1005,3,0,2,CUEDRECALL,1731090284610.8652,999,False,"['NAIL', 'SKY']",['NAIL'],['SKY'],LD1_LD2,1091.1791383219954,intrusion,NAIL,164
M1005,3,0,0,RECOGNITION,1731090299011.6887,999,False,"['MASK', '']",['MASK'],new,LD1_LD2,2081.119384765625,correct_rejection,new,999
M1005,3,0,1,RECOGNITION,1731090305982.0876,False,False,"['SKY', 'NAIL']",['SKY'],old,LD1_LD2,2353.13427734375,hit,old,999
M1005,3,0,2,RECOGNITION,1731090313120.496,False,False,"['WAVE', 'BENCH']",['WAVE'],old,LD1_LD2,2267.129638671875,hit,old,999
M1005,3,0,3,RECOGNITION,1731090320126.8967,999,False,"['SMILE', '']",['SMILE'],new,LD1_LD2,2516.143798828125,correct_rejection,new,999
M1005,3,0,4,RECOGNITION,1731090327227.3027,False,False,"['BATH', 'PARK']",['BATH'],old,LD1_LD2,3882.221923828125,hit,old,999
M1005,3,0,5,RECOGNITION,1731090334268.7056,999,False,"['BANK', '']",['BANK'],new,LD1_LD2,3742.214111328125,correct_rejection,new,999
M1005,3,1,0,ENCODING,1731090353395.7996,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,1,1,ENCODING,1731090358452.0889,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,1,2,ENCODING,1731090363494.3772,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,1,0,CUEDRECALL,1731090404793.7393,999,False,"['SEA', 'LIP']",['SEA'],['LIP'],LD1_LD2,1526.4399092970523,correct,LIP,143
M1005,3,1,0,CUEDRECALL,1731090404793.7393,999,False,"['SEA', 'LIP']",['SEA'],['LIP'],LD1_LD2,1964.6938775510205,correct,SEA,210
M1005,3,1,1,CUEDRECALL,1731090413872.2585,999,False,"['SPACE', 'DIME']",['SPACE'],['DIME'],LD1_LD2,996.6666666666667,intrusion,DUMP,-1
M1005,3,1,1,CUEDRECALL,1731090413872.2585,999,False,"['SPACE', 'DIME']",['SPACE'],['DIME'],LD1_LD2,1389.546485260771,intrusion,SPACE,241
M1005,3,1,2,CUEDRECALL,1731090422953.778,999,False,"['RAT', 'HOLE']",['RAT'],['HOLE'],LD1_LD2,600.0680272108843,correct,RAT,195
M1005,3,1,2,CUEDRECALL,1731090422953.778,999,False,"['RAT', 'HOLE']",['RAT'],['HOLE'],LD1_LD2,898.7301587301587,correct,HOLE,119
M1005,3,1,0,RECOGNITION,1731090436584.5576,True,False,"['HOLE', 'RAT']",['HOLE'],old,LD1_LD2,2258.12939453125,hit,old,999
M1005,3,1,1,RECOGNITION,1731090443607.9592,True,False,"['LIP', 'SEA']",['LIP'],old,LD1_LD2,2977.170166015625,hit,old,999
M1005,3,1,2,RECOGNITION,1731090450718.366,999,False,"['FLEET', '']",['FLEET'],new,LD1_LD2,1665.09521484375,correct_rejection,new,999
M1005,3,1,3,RECOGNITION,1731090457726.7668,999,False,"['TENT', '']",['TENT'],new,LD1_LD2,1517.086669921875,correct_rejection,new,999
M1005,3,1,4,RECOGNITION,1731090464810.172,999,False,"['PET', '']",['PET'],new,LD1_LD2,1482.084716796875,correct_rejection,new,999
M1005,3,1,5,RECOGNITION,1731090471863.5754,True,False,"['DIME', 'SPACE']",['DIME'],old,LD1_LD2,2413.13818359375,hit,old,999
M1005,3,2,0,ENCODING,1731090491435.6946,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,2,1,ENCODING,1731090496476.9834,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,2,2,ENCODING,1731090501462.2683,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,2,0,CUEDRECALL,1731090535444.212,999,True,"['PEA', 'BREAD']",['PEA'],['BREAD'],LD1_LD2,2543.8321995464853,verbalization,<>,-1
M1005,3,2,1,CUEDRECALL,1731090544517.731,999,True,"['WING', 'PURSE']",['WING'],['PURSE'],LD1_LD2,3357.165532879819,verbalization,<>,-1
M1005,3,2,1,CUEDRECALL,1731090544517.731,999,True,"['WING', 'PURSE']",['WING'],['PURSE'],LD1_LD2,1756.0997732426304,intrusion,RAIL,193
M1005,3,2,1,CUEDRECALL,1731090544517.731,999,True,"['WING', 'PURSE']",['WING'],['PURSE'],LD1_LD2,6516.71201814059,verbalization,<>,-1
M1005,3,2,2,CUEDRECALL,1731090553543.2473,999,True,"['FENCE', 'BRANCH']",['FENCE'],['BRANCH'],LD1_LD2,4719.024943310657,verbalization,<>,-1
M1005,3,2,2,CUEDRECALL,1731090553543.2473,999,True,"['FENCE', 'BRANCH']",['FENCE'],['BRANCH'],LD1_LD2,1204.2403628117916,intrusion,FENCE,84
M1005,3,2,0,RECOGNITION,1731090567684.0562,999,True,"['MOLE', '']",['MOLE'],new,LD1_LD2,3107.177734375,correct_rejection,new,999
M1005,3,2,1,RECOGNITION,1731090574790.4624,False,True,"['PURSE', 'WING']",['PURSE'],old,LD1_LD2,2044.1171875,hit,old,999
M1005,3,2,2,RECOGNITION,1731090581865.8672,False,True,"['BRANCH', 'FENCE']",['BRANCH'],old,LD1_LD2,2484.14208984375,hit,old,999
M1005,3,2,3,RECOGNITION,1731090588895.269,999,True,"['PLATE', '']",['PLATE'],new,LD1_LD2,2781.1591796875,correct_rejection,new,999
M1005,3,2,4,RECOGNITION,1731090595935.672,False,True,"['BREAD', 'PEA']",['BREAD'],old,LD1_LD2,3199.1826171875,hit,old,999
M1005,3,2,5,RECOGNITION,1731090603077.0806,999,True,"['HOOF', '']",['HOOF'],new,LD1_LD2,1828.1044921875,correct_rejection,new,999
M1005,3,3,0,ENCODING,1731090622110.1692,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,3,1,ENCODING,1731090627117.4556,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,3,2,ENCODING,1731090632200.7463,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,3,0,CUEDRECALL,1731090669183.8616,999,False,"['BROOM', 'CLOCK']",['BROOM'],['CLOCK'],LD1_LD2,2508.049886621315,intrusion,BROOM,34
M1005,3,3,1,CUEDRECALL,1731090678275.3816,999,False,"['SHELL', 'STONE']",['SHELL'],['STONE'],LD1_LD2,1672.471655328798,correct,STONE,257
M1005,3,3,1,CUEDRECALL,1731090678275.3816,999,False,"['SHELL', 'STONE']",['SHELL'],['STONE'],LD1_LD2,1182.6757369614513,correct,SHELL,216
M1005,3,3,2,CUEDRECALL,1731090687342.9001,999,False,"['SPOOL', 'SEAL']",['SPOOL'],['SEAL'],LD1_LD2,1444.4671201814058,intrusion,SPOOL,246
M1005,3,3,0,RECOGNITION,1731090701499.71,999,False,"['CROWN', '']",['CROWN'],new,LD1_LD2,3101.17724609375,correct_rejection,new,999
M1005,3,3,1,RECOGNITION,1731090708473.109,False,False,"['CLOCK', 'BROOM']",['CLOCK'],old,LD1_LD2,2619.149658203125,hit,old,999
M1005,3,3,2,RECOGNITION,1731090715563.5144,False,False,"['SEAL', 'SPOOL']",['SEAL'],old,LD1_LD2,3393.194091796875,hit,old,999
M1005,3,3,3,RECOGNITION,1731090722692.922,999,False,"['BROOK', '']",['BROOK'],new,LD1_LD2,2941.168212890625,miss,old,999
M1005,3,3,4,RECOGNITION,1731090729726.3242,False,False,"['STONE', 'SHELL']",['STONE'],old,LD1_LD2,2180.124755859375,hit,old,999
M1005,3,3,5,RECOGNITION,1731090736786.728,999,False,"['COOK', '']",['COOK'],new,LD1_LD2,1839.10546875,correct_rejection,new,999
M1005,3,4,0,ENCODING,1731090755947.824,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,4,1,ENCODING,1731090760958.1108,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,4,2,ENCODING,1731090765997.399,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,4,0,CUEDRECALL,1731090807417.768,999,True,"['SNACK', 'TAIL']",['SNACK'],['TAIL'],LD1_LD2,1507.0521541950113,intrusion,SNACK,235
M1005,3,4,0,CUEDRECALL,1731090807417.768,999,True,"['SNACK', 'TAIL']",['SNACK'],['TAIL'],LD1_LD2,2100.226757369615,verbalization,<>,-1
M1005,3,4,1,CUEDRECALL,1731090816516.2886,999,True,"['SOUP', 'SKI']",['SOUP'],['SKI'],LD1_LD2,887.4149659863946,intrusion,SOUP,240
M1005,3,4,2,CUEDRECALL,1731090825550.8052,999,True,"['SMOG', 'SCHOOL']",['SMOG'],['SCHOOL'],LD1_LD2,3992.1768707482993,verbalization,<>,-1
M1005,3,4,2,CUEDRECALL,1731090825550.8052,999,True,"['SMOG', 'SCHOOL']",['SMOG'],['SCHOOL'],LD1_LD2,812.9931972789116,intrusion,SMILE,232
M1005,3,4,0,RECOGNITION,1731090840290.6484,False,True,"['SCHOOL', 'SMOG']",['SCHOOL'],old,LD1_LD2,3499.199951171875,false_alarm,new,999
M1005,3,4,1,RECOGNITION,1731090847296.0488,False,True,"['TAIL', 'SNACK']",['TAIL'],old,LD1_LD2,3783.21630859375,hit,old,999
M1005,3,4,2,RECOGNITION,1731090854356.4526,999,True,"['HAZE', '']",['HAZE'],new,LD1_LD2,2319.1328125,correct_rejection,new,999
M1005,3,4,3,RECOGNITION,1731090861458.859,999,True,"['WASP', '']",['WASP'],new,LD1_LD2,1683.09619140625,correct_rejection,new,999
M1005,3,4,4,RECOGNITION,1731090868567.2656,999,True,"['CHIN', '']",['CHIN'],new,LD1_LD2,2850.162841796875,correct_rejection,new,999
M1005,3,4,5,RECOGNITION,1731090875560.6655,False,True,"['SKI', 'SOUP']",['SKI'],old,LD1_LD2,1948.111328125,hit,old,999
M1005,3,5,0,ENCODING,1731090895708.8179,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,5,1,ENCODING,1731090900734.1055,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,5,2,ENCODING,1731090905734.3914,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,5,0,CUEDRECALL,1731090945031.6392,999,False,"['BOMB', 'SALT']",['BOMB'],['SALT'],LD1_LD2,1596.0544217687077,intrusion,FLAME,87
M1005,3,5,0,CUEDRECALL,1731090945031.6392,999,False,"['BOMB', 'SALT']",['BOMB'],['SALT'],LD1_LD2,2106.1451247165533,intrusion,BOMB,23
M1005,3,5,1,CUEDRECALL,1731090954049.1548,999,False,"['SHEET', 'FLAME']",['SHEET'],['FLAME'],LD1_LD2,3097.777777777778,verbalization,<>,-1
M1005,3,5,1,CUEDRECALL,1731090954049.1548,999,False,"['SHEET', 'FLAME']",['SHEET'],['FLAME'],LD1_LD2,2097.777777777778,verbalization,<>,-1
M1005,3,5,1,CUEDRECALL,1731090954049.1548,999,False,"['SHEET', 'FLAME']",['SHEET'],['FLAME'],LD1_LD2,1097.7777777777778,verbalization,<>,-1
M1005,3,5,2,CUEDRECALL,1731090963183.6772,999,False,"['HOOK', 'DUST']",['HOOK'],['DUST'],LD1_LD2,745.8049886621316,verbalization,<>,-1
M1005,3,5,2,CUEDRECALL,1731090963183.6772,999,False,"['HOOK', 'DUST']",['HOOK'],['DUST'],LD1_LD2,1050.8163265306123,correct,DUST,77
M1005,3,5,0,RECOGNITION,1731090977749.5103,True,False,"['SALT', 'BOMB']",['SALT'],old,LD1_LD2,4367.25,false_alarm,new,999
M1005,3,5,1,RECOGNITION,1731090984761.9116,999,False,"['RICE', '']",['RICE'],new,LD1_LD2,1620.092529296875,correct_rejection,new,999
M1005,3,5,2,RECOGNITION,1731090991880.3188,999,False,"['SINK', '']",['SINK'],new,LD1_LD2,2436.13916015625,correct_rejection,new,999
M1005,3,5,3,RECOGNITION,1731090998990.7256,999,False,"['TOY', '']",['TOY'],new,LD1_LD2,1675.095703125,correct_rejection,new,999
M1005,3,5,4,RECOGNITION,1731091006041.1287,True,False,"['DUST', 'HOOK']",['DUST'],old,LD1_LD2,1800.10302734375,hit,old,999
M1005,3,5,5,RECOGNITION,1731091013109.5327,True,False,"['FLAME', 'SHEET']",['FLAME'],old,LD1_LD2,2231.127685546875,hit,old,999
M1005,3,6,0,ENCODING,1731091033274.6863,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,6,1,ENCODING,1731091038290.9731,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,6,2,ENCODING,1731091043291.2593,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,6,0,CUEDRECALL,1731091074791.0608,999,False,"['CLIFF', 'WRIST']",['CLIFF'],['WRIST'],LD1_LD2,1910.8163265306123,intrusion,CLIFF,55
M1005,3,6,0,CUEDRECALL,1731091074791.0608,999,False,"['CLIFF', 'WRIST']",['CLIFF'],['WRIST'],LD1_LD2,1589.6825396825398,intrusion,RICE,197
M1005,3,6,1,CUEDRECALL,1731091083866.58,999,False,"['QUEEN', 'SPONGE']",['QUEEN'],['SPONGE'],LD1_LD2,3498.5714285714284,intrusion,CHALK,46
M1005,3,6,1,CUEDRECALL,1731091083866.58,999,False,"['QUEEN', 'SPONGE']",['QUEEN'],['SPONGE'],LD1_LD2,1430.6122448979593,intrusion,QUEEN,191
M1005,3,6,2,CUEDRECALL,1731091092982.1016,999,False,"['CHALK', 'MOUSE']",['CHALK'],['MOUSE'],LD1_LD2,8008.27664399093,verbalization,<>,-1
M1005,3,6,0,RECOGNITION,1731091106473.873,False,False,"['SPONGE', 'QUEEN']",['SPONGE'],old,LD1_LD2,4083.2333984375,hit,old,999
M1005,3,6,1,RECOGNITION,1731091113519.276,999,False,"['INK', '']",['INK'],new,LD1_LD2,1921.110107421875,correct_rejection,new,999
M1005,3,6,2,RECOGNITION,1731091120643.6836,999,False,"['QUAIL', '']",['QUAIL'],new,LD1_LD2,2217.126953125,correct_rejection,new,999
M1005,3,6,3,RECOGNITION,1731091127719.0884,999,False,"['PIN', '']",['PIN'],new,LD1_LD2,2139.1220703125,correct_rejection,new,999
M1005,3,6,4,RECOGNITION,1731091134782.4922,False,False,"['WRIST', 'CLIFF']",['WRIST'],old,LD1_LD2,1717.09814453125,hit,old,999
M1005,3,6,5,RECOGNITION,1731091141865.8975,False,False,"['MOUSE', 'CHALK']",['MOUSE'],old,LD1_LD2,4699.268798828125,hit,old,999
M1005,3,7,0,ENCODING,1731091161232.0051,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,7,1,ENCODING,1731091166194.2888,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,7,2,ENCODING,1731091171228.577,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,7,0,CUEDRECALL,1731091206211.5776,999,False,"['PIPE', 'BARN']",['PIPE'],['BARN'],LD1_LD2,1881.9954648526077,verbalization,<>,-1
M1005,3,7,0,CUEDRECALL,1731091206211.5776,999,False,"['PIPE', 'BARN']",['PIPE'],['BARN'],LD1_LD2,1366.3945578231294,intrusion,JAR,132
M1005,3,7,0,CUEDRECALL,1731091206211.5776,999,False,"['PIPE', 'BARN']",['PIPE'],['BARN'],LD1_LD2,2863.106575963719,intrusion,PIPE,179
M1005,3,7,1,CUEDRECALL,1731091215323.0989,999,False,"['ELF', 'JAR']",['ELF'],['JAR'],LD1_LD2,1337.6417233560092,intrusion,ELF,80
M1005,3,7,2,CUEDRECALL,1731091224422.6194,999,False,"['FLAG', 'WHEEL']",['FLAG'],['WHEEL'],LD1_LD2,2002.2448979591836,verbalization,<>,-1
M1005,3,7,2,CUEDRECALL,1731091224422.6194,999,False,"['FLAG', 'WHEEL']",['FLAG'],['WHEEL'],LD1_LD2,3002.2448979591836,verbalization,<>,-1
M1005,3,7,2,CUEDRECALL,1731091224422.6194,999,False,"['FLAG', 'WHEEL']",['FLAG'],['WHEEL'],LD1_LD2,4002.2448979591836,verbalization,<>,-1
M1005,3,7,0,RECOGNITION,1731091238230.4092,999,False,"['CUP', '']",['CUP'],new,LD1_LD2,1693.096923828125,correct_rejection,new,999
M1005,3,7,1,RECOGNITION,1731091245303.8137,True,False,"['JAR', 'ELF']",['JAR'],old,LD1_LD2,2601.148681640625,hit,old,999
M1005,3,7,2,RECOGNITION,1731091252367.2175,True,False,"['WHEEL', 'FLAG']",['WHEEL'],old,LD1_LD2,2697.154541015625,hit,old,999
M1005,3,7,3,RECOGNITION,1731091259514.6265,999,False,"['SLIME', '']",['SLIME'],new,LD1_LD2,1716.098388671875,correct_rejection,new,999
M1005,3,7,4,RECOGNITION,1731091266575.0303,True,False,"['BARN', 'PIPE']",['BARN'],old,LD1_LD2,2470.14111328125,hit,old,999
M1005,3,7,5,RECOGNITION,1731091273580.431,999,False,"['SQUARE', '']",['SQUARE'],new,LD1_LD2,1617.0927734375,correct_rejection,new,999
M1005,3,8,0,ENCODING,1731091293264.557,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,8,1,ENCODING,1731091298255.8425,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,8,2,ENCODING,1731091303350.1335,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,8,0,CUEDRECALL,1731091335585.9775,999,True,"['YARN', 'HORN']",['YARN'],['HORN'],LD1_LD2,2708.049886621315,correct,YARN,311
M1005,3,8,0,CUEDRECALL,1731091335585.9775,999,True,"['YARN', 'HORN']",['YARN'],['HORN'],LD1_LD2,2360.362811791383,correct,HORN,123
M1005,3,8,1,CUEDRECALL,1731091344705.4993,999,True,"['TEETH', 'SPARK']",['TEETH'],['SPARK'],LD1_LD2,1830.702947845805,verbalization,<>,-1
M1005,3,8,1,CUEDRECALL,1731091344705.4993,999,True,"['TEETH', 'SPARK']",['TEETH'],['SPARK'],LD1_LD2,2149.6598639455783,intrusion,TEETH,271
M1005,3,8,2,CUEDRECALL,1731091353731.0154,999,True,"['CROSS', 'THIEF']",['CROSS'],['THIEF'],LD1_LD2,1830.4081632653063,intrusion,CROSS,66
M1005,3,8,2,CUEDRECALL,1731091353731.0154,999,True,"['CROSS', 'THIEF']",['CROSS'],['THIEF'],LD1_LD2,3605.9410430839007,intrusion,BEEF,16
M1005,3,8,2,CUEDRECALL,1731091353731.0154,999,True,"['CROSS', 'THIEF']",['CROSS'],['THIEF'],LD1_LD2,3198.91156462585,intrusion,CROSS,66
M1005,3,8,0,RECOGNITION,1731091368296.8484,999,True,"['STORE', '']",['STORE'],new,LD1_LD2,2141.122802734375,correct_rejection,new,999
M1005,3,8,1,RECOGNITION,1731091375395.2544,False,True,"['SPARK', 'TEETH']",['SPARK'],old,LD1_LD2,4231.241943359375,false_alarm,new,999
M1005,3,8,2,RECOGNITION,1731091382462.659,False,True,"['THIEF', 'CROSS']",['THIEF'],old,LD1_LD2,2234.12744140625,hit,old,999
M1005,3,8,3,RECOGNITION,1731091389533.0632,999,True,"['RAFT', '']",['RAFT'],new,LD1_LD2,2453.14013671875,correct_rejection,new,999
M1005,3,8,4,RECOGNITION,1731091396575.4658,False,True,"['HORN', 'YARN']",['HORN'],old,LD1_LD2,2912.166748046875,hit,old,999
M1005,3,8,5,RECOGNITION,1731091403697.873,999,True,"['TOOL', '']",['TOOL'],new,LD1_LD2,1829.10498046875,correct_rejection,new,999
M1005,3,9,0,ENCODING,1731091423084.9822,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,9,1,ENCODING,1731091428117.27,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,9,2,ENCODING,1731091433118.556,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,9,0,CUEDRECALL,1731091461385.1729,999,True,"['PEARL', 'STAR']",['PEARL'],['STAR'],LD1_LD2,3589.8185941043084,intrusion,PEARL,175
M1005,3,9,1,CUEDRECALL,1731091470413.6892,999,True,"['STAKE', 'STICK']",['STAKE'],['STICK'],LD1_LD2,1292.8344671201814,correct,STICK,256
M1005,3,9,2,CUEDRECALL,1731091479469.2073,999,True,"['SAIL', 'JAIL']",['SAIL'],['JAIL'],LD1_LD2,1339.4331065759636,correct,JAIL,131
M1005,3,9,2,CUEDRECALL,1731091479469.2073,999,True,"['SAIL', 'JAIL']",['SAIL'],['JAIL'],LD1_LD2,1635.9637188208617,correct,SAIL,205
M1005,3,9,0,RECOGNITION,1731091494480.066,False,True,"['STAR', 'PEARL']",['STAR'],old,LD1_LD2,1982.11328125,false_alarm,new,999
M1005,3,9,1,RECOGNITION,1731091501528.4688,999,True,"['RAKE', '']",['RAKE'],new,LD1_LD2,1559.08935546875,correct_rejection,new,999
M1005,3,9,2,RECOGNITION,1731091508565.8716,999,True,"['THREAD', '']",['THREAD'],new,LD1_LD2,3026.1728515625,correct_rejection,new,999
M1005,3,9,3,RECOGNITION,1731091515601.2737,999,True,"['WIFE', '']",['WIFE'],new,LD1_LD2,1406.08056640625,correct_rejection,new,999
M1005,3,9,4,RECOGNITION,1731091522699.68,False,True,"['JAIL', 'SAIL']",['JAIL'],old,LD1_LD2,1852.105712890625,hit,old,999
M1005,3,9,5,RECOGNITION,1731091529776.0847,False,True,"['STICK', 'STAKE']",['STICK'],old,LD1_LD2,3958.226318359375,hit,old,999
M1005,3,10,0,ENCODING,1731091551554.33,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,10,1,ENCODING,1731091556630.6206,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,10,2,ENCODING,1731091561558.9026,False,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,10,0,CUEDRECALL,1731091596152.881,999,False,"['CHEEK', 'JUDGE']",['CHEEK'],['JUDGE'],LD1_LD2,1907.4603174603176,intrusion,CHEEK,47
M1005,3,10,1,CUEDRECALL,1731091605266.4026,999,False,"['FOOD', 'GOLD']",['FOOD'],['GOLD'],LD1_LD2,1758.5714285714287,intrusion,FOOD,92
M1005,3,10,1,CUEDRECALL,1731091605266.4026,999,False,"['FOOD', 'GOLD']",['FOOD'],['GOLD'],LD1_LD2,1499.2970521541952,intrusion,GOAL,107
M1005,3,10,2,CUEDRECALL,1731091614347.9219,999,False,"['TRASH', 'FRIEND']",['TRASH'],['FRIEND'],LD1_LD2,4438.163265306122,verbalization,<>,-1
M1005,3,10,2,CUEDRECALL,1731091614347.9219,999,False,"['TRASH', 'FRIEND']",['TRASH'],['FRIEND'],LD1_LD2,1559.9773242630386,correct,TRASH,285
M1005,3,10,2,CUEDRECALL,1731091614347.9219,999,False,"['TRASH', 'FRIEND']",['TRASH'],['FRIEND'],LD1_LD2,7013.1292517006805,correct,FRIEND,96
M1005,3,10,0,RECOGNITION,1731091630889.868,False,False,"['JUDGE', 'CHEEK']",['JUDGE'],old,LD1_LD2,3667.209716796875,hit,old,999
M1005,3,10,1,RECOGNITION,1731091637939.2712,False,False,"['GOLD', 'FOOD']",['GOLD'],old,LD1_LD2,1811.103515625,hit,old,999
M1005,3,10,2,RECOGNITION,1731091645000.675,999,False,"['CARD', '']",['CARD'],new,LD1_LD2,2050.117431640625,correct_rejection,new,999
M1005,3,10,3,RECOGNITION,1731091652041.0776,999,False,"['STRING', '']",['STRING'],new,LD1_LD2,1909.109130859375,correct_rejection,new,999
M1005,3,10,4,RECOGNITION,1731091659115.4824,999,False,"['BIRD', '']",['BIRD'],new,LD1_LD2,1843.10546875,correct_rejection,new,999
M1005,3,10,5,RECOGNITION,1731091666253.8909,False,False,"['FRIEND', 'TRASH']",['FRIEND'],old,LD1_LD2,1716.097900390625,hit,old,999
M1005,3,11,0,ENCODING,1731091686207.032,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,11,1,ENCODING,1731091691225.3188,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,11,2,ENCODING,1731091696274.6077,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,3,11,0,CUEDRECALL,1731091733691.7478,999,False,"['SLUSH', 'SWAMP']",['SLUSH'],['SWAMP'],LD1_LD2,2112.630385487528,correct,SLUSH,231
M1005,3,11,0,CUEDRECALL,1731091733691.7478,999,False,"['SLUSH', 'SWAMP']",['SLUSH'],['SWAMP'],LD1_LD2,1669.6371882086166,correct,SWAMP,266
M1005,3,11,1,CUEDRECALL,1731091742806.2693,999,False,"['FLEA', 'BOY']",['FLEA'],['BOY'],LD1_LD2,1577.5963718820863,correct,BOY,28
M1005,3,11,1,CUEDRECALL,1731091742806.2693,999,False,"['FLEA', 'BOY']",['FLEA'],['BOY'],LD1_LD2,1187.3469387755101,correct,FLEA,89
M1005,3,11,2,CUEDRECALL,1731091751821.7847,999,False,"['BAG', 'BEEF']",['BAG'],['BEEF'],LD1_LD2,896.9160997732426,correct,BAG,6
M1005,3,11,2,CUEDRECALL,1731091751821.7847,999,False,"['BAG', 'BEEF']",['BAG'],['BEEF'],LD1_LD2,596.3492063492064,correct,BEEF,16
M1005,3,11,0,RECOGNITION,1731091764629.5173,999,False,"['BRICK', '']",['BRICK'],new,LD1_LD2,2228.12744140625,correct_rejection,new,999
M1005,3,11,1,RECOGNITION,1731091771725.9233,True,False,"['BOY', 'FLEA']",['BOY'],old,LD1_LD2,1946.111083984375,hit,old,999
M1005,3,11,2,RECOGNITION,1731091778741.3247,True,False,"['BEEF', 'BAG']",['BEEF'],old,LD1_LD2,2179.12451171875,hit,old,999
M1005,3,11,3,RECOGNITION,1731091785881.733,999,False,"['OAR', '']",['OAR'],new,LD1_LD2,2039.11669921875,correct_rejection,new,999
M1005,3,11,4,RECOGNITION,1731091792952.1375,True,False,"['SWAMP', 'SLUSH']",['SWAMP'],old,LD1_LD2,2214.126708984375,hit,old,999
M1005,3,11,5,RECOGNITION,1731091799952.5378,999,False,"['SCOTCH', '']",['SCOTCH'],new,LD1_LD2,2371.1357421875,correct_rejection,new,999
M1005,4,0,0,ENCODING,1731179527750.0044,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,4,0,1,ENCODING,1731179532801.2935,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,4,0,2,ENCODING,1731179537817.5806,True,999,999,999,999,LD1_LD2,999,999,999,999
M1005,4,0,0,CUEDRECALL,1731179567973.3052,999,False,"['JAIL', 'CUP']",['JAIL'],['CUP'],LD1_LD2,8024.875283446713,verbalization,<>,-1
